Key,Value
T_RESEARCH_TOOLTIP_MOD_TRANSPORTER_CAPACITY,Carriers can transport more resources at once.
T_RESEARCH_TOOLTIP_MOD_WALKING_SPEED,All villagers move a little bit faster.
T_RESEARCH_TOOLTIP_MOD_WAREHOUSE_CAPACITY,Storage capacity of all warehouses is increased.
T_RESEARCH_TOOLTIP_TOWNHOUSE_EXTRAFAMILY,All townhouses can house one more family. 
T_RESTORE_TRANSACTIONS,Restore transactions
T_RESTORE_TRANSACTIONS_BIG,RESTORE TRANSACTIONS
T_RICH_PRESENCE_CAMPAIGN,Plays campaign map {MAP_NAME}
T_RICH_PRESENCE_MAINMENU,In main menu
T_RICH_PRESENCE_SANDBOX,Plays endless mode map {MAP_NAME}
T_RICH_PRESENCE_SCENARIO,Plays the scenario {MAP_NAME}
T_SAMSUNG_REWARDS_POPUP_TEXT_02,Have fun with your free gift brought to you by HandyGames & Samsung!
T_SANDBOX_AVALANCHE_TICKET,An avalanche has been set off!
T_SANDBOX_SETTINGS_POPUP_BANDITS,Bandit attacks
T_SANDBOX_SETTINGS_POPUP_BANDITS_TOOLTIP,"Bandits sporadically attack the village to steal and pillage. Enables special military tasks, when attacks are enabled."
T_SANDBOX_SETTINGS_POPUP_CASTLE,Castle
T_SANDBOX_SETTINGS_POPUP_CASTLE_MILITARY,Military
T_SANDBOX_SETTINGS_POPUP_CASTLE_MILITARY_TOOLTIP,"The military castle has a small storage capacity, but can supply guard towers with provisions. Assignment of carriers, soldiers and quartermasters is possible in the building."
T_SANDBOX_SETTINGS_POPUP_CASTLE_MILITARY_TOOLTIP_TITLE,Military castle
T_SANDBOX_SETTINGS_POPUP_CASTLE_STANDARD,Standard
T_SANDBOX_SETTINGS_POPUP_CASTLE_STANDARD_TOOLTIP,Large storerooms and 4 worker slots for carriers
T_SANDBOX_SETTINGS_POPUP_CASTLE_STANDARD_TOOLTIP_TITLE,Standard castle
T_SANDBOX_SETTINGS_POPUP_CASTLE_TOOLTIP,Selects the castle type. Military or standard
T_SANDBOX_SETTINGS_POPUP_DESASTERS,Disasters
T_SANDBOX_SETTINGS_POPUP_DESASTERS_TOOLTIP,"When active, special disasters, such as lightning, avalanches, plague, fires, droughts or animal deaths can occur regularly."
T_SANDBOX_SETTINGS_POPUP_DLC_REQUIRED_NAME_TOOLTIP,Requires DLC: {DLC_NAME}
T_SANDBOX_SETTINGS_POPUP_DLC_REQUIRED_TOOLTIP,Missing Requirement:
T_SANDBOX_SETTINGS_POPUP_ENDLESS_QUESTS,Random tasks
T_SANDBOX_SETTINGS_POPUP_ENDLESS_QUESTS_TOOLTIP,Random tasks allow variety and temporary goals in endless games.
T_SANDBOX_SETTINGS_POPUP_STORY_EVENTS,Short stories
T_SANDBOX_SETTINGS_POPUP_STORY_EVENTS_TOOLTIP,Short stories are special events in which decisions are made for the city and sometimes drastic consequences can occur for the course of the game.
T_SANDBOX_SETTINGS_POPUP_TITLE,Map settings
T_SANDBOX_SETTINGS_POPUP_TOWNNAME,Town name
T_SANDBOX_SETTINGS_POPUP_TOWNNAME_RENAME,Rename your town!
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_01,Sheffield
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_02,Coningsby
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_03,Glenchester
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_04,Wintervale
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_05,Blackborough
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_06,Yarlford
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_07,Rochdale
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_08,Hampton
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_09,Mournstead
T_SANDBOX_SETTINGS_RANDOM_TOWNNAME_10,Falmouth
T_SANDBOX_SNOWSTORM_TICKET,A blizzard is raging!
T_SANDBOX_SNOWSTORM_TICKET_OLD,Snowstorm: Your buildings may get damaged by the storm!
T_SANDBOX_THUNDERSTORM_TICKET,Thunderstorm over the town!
T_SANDBOX_THUNDERSTORM_TICKET_OLD,Thunderstorm: Lightning may hit buildings!
T_SAVEGAMES_DELETE_SAVEGAME,Delete savegame?
T_SAVEGAMES_LOADING_FAILED,Can't read savegame
T_SAVEGAMES_OVERWRITE_SAVEGAME,"No free save slots are available, please overwrite a saved game!"
T_SAVEGAMES_OVERWRITE_SAVEGAME_QUESTION,Overwrite the selected saved game?
T_SAVEGAMES_WARNING_MB,MB
T_SAVEGAMES_WARNING_PLEASEDELETE,Please reduce the amount of saved games!
T_SAVEGAMES_WARNING_SIZE,Total size of savegames: 
T_SAVEGAMES_WARNING_SIZE_NEW,Total size of savegames: {mb} MB!\nPlease reduce the amount of saved games!
T_SCENARIO_2016_06_BANDIT_01_DESC,"So you are going to steal my nuggets? Well, you will see what you get for that. AAVVAALLAANNCCHHEE!"
T_SCENARIO_2016_06_BANDIT_025_DESC,Wanna' know what happens to people who don't listen?! AAVVAALLAANNCCHHEE!
T_SCENARIO_2016_06_BANDIT_02_DESC,"Where did you get that bread from? Whatever, I want some too! Or do you prefer another avalanche?"
T_SCENARIO_2016_06_BANDIT_02_NAME,Fulfill the bandit‘s demands.
T_SCENARIO_2016_06_BANDIT_03_DESC,"Oh, that‘s a huge bunch of iron. I‘m sure you wanna’ make some tools out of it for me."
T_SCENARIO_2016_06_BANDIT_04_DESC,"How handy, you already melted the nuggets into ingots. I told you already that it is „my“ gold and I want it back, now! Oh and refine them a little bit more, okay?"
T_SCENARIO_2016_06_BANDIT_05_DESC,I was thinking about getting new clothes. Do you have some in my size?
T_SCENARIO_2016_06_INTRO_01_DESC,"At least all townies could escape the avalanche, but the buildings hit by the avalanche have been destroyed."
T_SCENARIO_2016_06_MAIN_00_DESC,"The constant deliveries from this village have stopped. Governor, I‘m expecting you to deal with this problem."
T_SCENARIO_2016_06_MAIN_00_END,The threat of the avalanches was no problem for you. I knew I could rely on you my Governor.
T_SCENARIO_2016_06_MAIN_00_NAME,Accomplish the primary tasks and take care of the mines.
T_SCENARIO_2016_06_QUEST_00_DESC,"We should repair the warehouse, otherwise it will collapse, too."
T_SCENARIO_2016_06_QUEST_00_NAME,Repair the warehouse.
T_SCENARIO_2016_06_QUEST_01_DESC,At first we need a sawmill to rebuild all the town‘s buildings.
T_SCENARIO_2016_06_QUEST_01_NAME,Build a sawmill.
T_SCENARIO_2016_06_QUEST_02_DESC,"My Lord, despite the danger of avalanches, we have to start the iron and gold production again. The King is waiting for a big delivery from this village."
T_SCENARIO_2016_06_QUEST_02_NAME,Let your miners dig for iron and gold ore.
T_SCENARIO_2016_06_QUEST_03_DESC,"A smelter is more efficient when placed near the mines, but in the case of an avalanche it will be damaged, too. My Lord, decide wisely."
T_SCENARIO_2016_06_QUEST_04_DESC,Excellent my Lord. The King expects a replacement for the missed deliveries. We should pay a huge tribute.
T_SCENARIO_2016_06_QUEST_04_NAME,Pay a tribute to the King.
T_SCENARIO_2016_06_QUEST_05_DESC,"The production is very slow, my Lord. With more mines we could increase the ore digging rate."
T_SCENARIO_2016_06_QUEST_06_DESC,We are running low on coal. You should give the order to build a charcoal burners hut.
T_SCENARIO_2016_06_QUEST_10_DESC,"My Lord, we should produce gold ingots to pay additional tributes. The King will be very pleased."
T_SCENARIO_2016_06_QUEST_AVALANCHE_00_DESC,"Watch out my Lord! Another avalanche, how horrible!"
T_SCENARIO_2016_06_QUEST_KEEP_MINE_ALIVE_02_DESC,"My Lord, many mines collapsed already. The king gave the order to rebuild them."
T_SCENARIO_2016_06_QUEST_KEEP_MINE_ALIVE_02_NAME,Build more mines.
T_SCENARIO_2016_06_QUEST_SIDE_025_DESC,My wife wants to pray for us so that no avalanches will cause us harm. Would you be so kind and build us a church?
T_SCENARIO_2016_06_QUEST_SIDE_02_DESC,"My Lord, I know we need a lot of wood for the reconstruction but my family has no more fire wood and it‘s getting very cold. Maybe you can help us?"
T_SCENARIO_2016_06_QUEST_SIDE_03_DESC,It is very difficult to tramp through the snow. A few cobblestone roads could help.
T_SCENARIO_2016_06_QUEST_SIDE_045_DESC,"Governor, we can‘t grow wheat in this region. But we can buy bread at the market. Or we can just buy the wheat and bake our own bread."
T_SCENARIO_2016_06_QUEST_SIDE_04_DESC,"Always just fish and meat. My Lord, can't we eat some bread for change?"
T_SCENARIO_2016_06_QUEST_SIDE_04_NAME,Meet the desires of your townies.
T_SCENARIO_2016_06_QUEST_SIDE_05_DESC,Our clothes are getting torn by the harsh weather conditions. We really need new clothes.
T_SCENARIO_2016_06_QUEST_SIDE_06_DESC,"Those rusty tools are nearly braking apart in our hands. I guess you need the iron, but using some of it for new tools will really help us."
T_SCENARIO_2016_06_QUEST_SIDE_07_DESC,"In this snowy region we are happy about every little thing. My Lord, if you are not too busy, can you please beautify our town?"
T_SCENARIO_2016_10_BANDIT_01_DESC,Men! Commence the attack!
T_SCENARIO_2016_10_BANDIT_04_DESC,"Are you looking for the merchant? Well, he got lost and somehow found himself tied up in my camp. But don‘t you worry, he is fine. Just give us a small donation and he will be free again."
T_SCENARIO_2016_10_BANDIT_04_END,"Alright, we will let the merchant go. Trade with him, so I have more to steal again."
T_SCENARIO_2016_10_BANDIT_04_NAME,Pay the ransom to set the merchant free again.
T_SCENARIO_2016_10_BANDIT_END_DESC,Bandits! Let’s get the hell out of here! We call it a tactical retreat. We have stolen enough anyway.
T_SCENARIO_2016_10_BANDIT_TIMER_10_DESC,"Did you just destroy one of our camps? By doing so, you are just challenging us. Attack the town, fellas!"
T_SCENARIO_2016_10_HAPPYNESS_DESC,"Oh no, my Lord. The Townies are unhappy and not willing to pay taxes. We should fulfill their desires to earn taxes again."
T_SCENARIO_2016_10_HAPPYNESS_NAME,Increase the happiness to earn taxes again.
T_SCENARIO_2016_10_MAIN_00_DESC,"Governor, I need plenty of coins. Establish a flourishing economy and pay tribute. But be warned, there are many bandits in the area. The whole kingdom is counting on you."
T_SCENARIO_2016_10_MAIN_00_END,Very well done my Governor. I knew I could count on you. You shall be rewarded and gain more reputation.
T_SCENARIO_2016_10_NEED_BREAD_DESC,"My Lord, the warehouse stocks are running low on bread. This makes the people unhappy."
T_SCENARIO_2016_10_NEED_BREAD_NAME,Have enough bread to increase the happiness.
T_SCENARIO_2016_10_NEED_BREW_DESC,"Dissatisfaction is spreading, My Lord. The people are longing for brew."
T_SCENARIO_2016_10_NEED_BREW_NAME,Have enough brew in stock to prevent a coming strike of the Townies.
T_SCENARIO_2016_10_NEED_CARPENTER_DESC,"The carpenter has his work cut out for him. Many buildings need to be repaired, my Liege. I advice to build more carpenters."
T_SCENARIO_2016_10_NEED_CARPENTER_NAME,Build a carpenter's workshop to increase the happiness.
T_SCENARIO_2016_10_NEED_CLOTHS_DESC,I have nothing to wear. We need more clothes and dresses.
T_SCENARIO_2016_10_NEED_CLOTHS_NAME,Have enough clothes in stock to increase the happiness.
T_SCENARIO_2016_10_NEED_FIREWATCH_DESC,"Sir, the fire lookout towers are not covering enough buildings, we should build more."
T_SCENARIO_2016_10_NEED_FISH_DESC,We don‘t even have enough fish in this village. I will not pay any taxes!
T_SCENARIO_2016_10_NEED_FISH_NAME,Store enough fish in the warehouses to decrease the chance of a strike.
T_SCENARIO_2016_10_NEED_JEWELRY_DESC,I want to surprise my wife with more jewelry. Too bad I cannot find any in this city.
T_SCENARIO_2016_10_NEED_JEWELRY_NAME,Have enough jewelry in stock to prevent the Townies from striking.
T_SCENARIO_2016_10_NEED_JOUSTING_DESC,There is not much to do in town. There is not enough entertainment. I think it's time to increase the number of entertainment buildings.
T_SCENARIO_2016_10_NEED_JUICE_DESC,"I am thirsting for juice. Sir, can you provide juice again?"
T_SCENARIO_2016_10_NEED_JUICE_NAME,Stock up on juice to increase the happiness and prevent a strike.
T_SCENARIO_2016_10_NEED_MEAT_DESC,Again there is no meat available in town. When will we get any again?
T_SCENARIO_2016_10_NEED_MEAT_NAME,Have enough meat to increase the happiness and prevent a strike.
T_SCENARIO_2016_10_NEED_MEDICUS_DESC,"Governor, with so many people in town, I can‘t take care of all. I need support if I am to help them all."
T_SCENARIO_2016_10_NEED_MEDICUS_NAME,Build an infirmary to prevent a strike in town.
T_SCENARIO_2016_10_NEED_TAVERN_DESC,There is no room in our tavern. It is way too crowded. The new Governor is wasting our money instead of spending it for our needs.
T_SCENARIO_2016_10_QUEST_00_DESC,"My Lord, at first we should build the basic buildings for our economy. I recommend an additional fisherman's hut and a sawmill."
T_SCENARIO_2016_10_QUEST_00_NAME,Construct a sawmill and a fisherman's hut
T_SCENARIO_2016_10_QUEST_01_DESC,We can construct a mine nearby to gather resources very quickly.
T_SCENARIO_2016_10_QUEST_01_NAME,Construct a mine.
T_SCENARIO_2016_10_QUEST_02_DESC,"The people are now asking for bread. We can either produce it by our own or buy it on the market. However, we should make sure to always have enough bread."
T_SCENARIO_2016_10_QUEST_02_NAME,Have enough bread.
T_SCENARIO_2016_10_QUEST_03_DESC,We don‘t even get some brew. For what am I even paying taxes if we cannot get such a simple drink as brew?
T_SCENARIO_2016_10_QUEST_03_NAME,Store enough brew in the warehouse.
T_SCENARIO_2016_10_QUEST_04_DESC,"My Lord, the people like to eat all kinds of food. Only fish and bread is not enough, they want meat too."
T_SCENARIO_2016_10_QUEST_04_NAME,Ensure enough meat is stocked in the warehouse.
T_SCENARIO_2016_10_QUEST_05_DESC,"It would be wonderful to have more than just one dress. Would you be so kind, Mr. Governor, please?"
T_SCENARIO_2016_10_QUEST_05_NAME,Stock up on clothes.
T_SCENARIO_2016_10_QUEST_06_DESC,"Since the city is growing, more and more aristocrats are settling down. They want to drink some juice."
T_SCENARIO_2016_10_QUEST_06_NAME,Have enough juice in the warehouse.
T_SCENARIO_2016_10_QUEST_07_DESC,A wonderful city. But it‘s lacking some luxury goods. Would you be so kind and offer jewelry?
T_SCENARIO_2016_10_QUEST_07_NAME,Store jewelry in the warehouse.
T_SCENARIO_2016_10_QUEST_10_DESC,The Townies demand for a church.
T_SCENARIO_2016_10_QUEST_11_DESC,"We require a tavern to make our people happier, my Lord."
T_SCENARIO_2016_10_QUEST_12_DESC,"My Lord, we should build a fairground for our people."
T_SCENARIO_2016_10_QUEST_13_DESC,Our people are worrying about the fire safety. We should construct a fire lookout tower.
T_SCENARIO_2016_10_QUEST_14_DESC,"Governor, is there already a competent doctor in the city?"
T_SCENARIO_2016_10_QUEST_14_NAME,Build an infirmary
T_SCENARIO_2016_10_QUEST_15_DESC,"To increase the happiness of our people, we should build a jousting ground."
T_SCENARIO_2016_10_QUEST_16_DESC,"My Lord, the city is growing very well. To keep all buildings in a good condition, we should build a carpenter's shop."
T_SCENARIO_2016_10_QUEST_20_DESC,"If we don't do something against the bandits, they will deprive us of our dear homes and belongings."
T_SCENARIO_2016_10_QUEST_21_DESC,We already have some soldiers. I hope we can defend the city against the bandit‘s attacks.
T_SCENARIO_2016_10_QUEST_22_DESC,"My Lord, it is time to put the bandits in their place and banish them from this region."
T_SCENARIO_2016_10_STRIKE_DESC,Apparently some clearer measures are needed. The town is now on strike!
T_SCENARIO_2016_10_STRIKE_NAME,Your Townies are on a strike. Wait until they calm down.
T_SCENARIO_2016_FESTIVITIES_AUTUMN_01_DESC,"My Liege, what a wonderful day, don't you think?\n\nI came before you to ask if it would be possible to ensure the town is decorated enough for the festivities."
T_SCENARIO_2016_FESTIVITIES_AUTUMN_01_NAME,Raise the satisfaction with decorations in town.
T_SCENARIO_2016_FESTIVITIES_AUTUMN_01_SUCESS,"You did a marvelous job with these new decorations, my Lord. The town looks splendid!"
T_SCENARIO_2016_FESTIVITIES_AUTUMN_02_DESC,"My Lord, the workers preparing the feast are very annoyed about the lack of entertainment between the festivities. I overheard several of them saying that they wish for a juggler camp."
T_SCENARIO_2016_FESTIVITIES_AUTUMN_02_NAME,Build a juggler camp.
T_SCENARIO_2016_FESTIVITIES_AUTUMN_02_SUCESS,Great my Lord! The workers are back on preparing the festivities. They are full of joy because we now have a juggler camp in town.
T_SCENARIO_2016_FESTIVITIES_AUTUMN_03_DESC,"These thunderstorms are damaging the town immensely. We should make sure all buildings are adequately repaired, Lord. "
T_SCENARIO_2016_FESTIVITIES_AUTUMN_03_NAME,Raise the building condition satisfaction.
T_SCENARIO_2016_FESTIVITIES_AUTUMN_03_SUCESS,Great my Lord! Now the buildings are in a very good condition again.
T_SCENARIO_2016_FESTIVITIES_AUTUMN_03_THUNDERSTORM,My Lord! A terrible thunderstorm is brewing over the town. You should get into safety of the castle. Lightning has already struck several buildings…
T_SCENARIO_2016_FESTIVITIES_AUTUMN_04_DESC,"Might I take a moment of your time, my Lord?\n\nWith all these preparations... You should not forget what this festivity is all about... It can only take place when the harvest has been completed, my Lord!"
T_SCENARIO_2016_FESTIVITIES_AUTUMN_04_NAME,Complete the grape harvest.
T_SCENARIO_2016_FESTIVITIES_AUTUMN_04_SUCESS,"What a wonderful sight, my Liege! The harvest has been completed and the preparations for the festivity are nearly done, too. "
T_SCENARIO_2016_FESTIVITIES_FEAST_FAILED,"My Lord, we have ran out of time. It is too late now for the festival. The King won’t be pleased to hear about this…"
T_SCENARIO_2016_FESTIVITIES_FEAST_READY,"Great, my Liege!\n\nThe preparations for the festivity are complete. We are just waiting for your command to start the festivities."
T_SCENARIO_2016_FESTIVITIES_MQ_01_DESC,"By royal decree, I order you to uphold a year of festivities. Each season I want you to arrange a festival in honor of my new wife!\n\nNow go and start preparing! Do not disappoint me…"
T_SCENARIO_2016_FESTIVITIES_MQ_01_FAILED,"I am really disappointed in you, Governor!\n\nManaging a couple of festivities was such a simple task, yet you still failed to do it! Was it too much to ask for? Now get out of my sight!"
T_SCENARIO_2016_FESTIVITIES_MQ_01_NAME,Arrange all festivities in time!
T_SCENARIO_2016_FESTIVITIES_MQ_01_SUCESS,Governor! This was a magnificent year of festivities.\n\nYou proved that I can rely on you whenever I have a difficult task.
T_SCENARIO_2016_FESTIVITIES_MQ_AUTUMN_DESC,"What a nice festival it was, my Liege!\n\nBut now we have to make sure the Autumn festival is arranged as planned and before winter starts! "
T_SCENARIO_2016_FESTIVITIES_MQ_AUTUMN_NAME,Arrange the autumn festival before winter starts.
T_SCENARIO_2016_FESTIVITIES_MQ_SPRING_DESC,"To prepare the spring festival we have to make haste, my Liege.\n\nThe festival has to be completed before summer starts and we don’t have much time."
T_SCENARIO_2016_FESTIVITIES_MQ_SPRING_NAME,Arrange the spring festival before summer starts.
T_SCENARIO_2016_FESTIVITIES_MQ_SUMMER_DESC,"What a nice festival it was, my Liege!\nBut now we have to make sure the summer festival is arranged as planned and before autumn starts! \n\nTime is of the essence, my Liege!"
T_SCENARIO_2016_FESTIVITIES_MQ_SUMMER_NAME,Arrange the summer festival before autumn starts.
T_SCENARIO_2016_FESTIVITIES_MQ_WINTER_DESC,"What a nice festival it was, my Liege!\n\nWe have to make sure the winter festival is arranged as planned and finished before spring starts! "
T_SCENARIO_2016_FESTIVITIES_MQ_WINTER_NAME,Arrange the winter festival before spring starts.
T_SCENARIO_2016_FESTIVITIES_QUEST01_DESC,"My Lord, I recommend that we build a fairground as soon as possible. All festivals will be held there."
T_SCENARIO_2016_FESTIVITIES_QUEST01_NAME,Build a fairground.
T_SCENARIO_2016_FESTIVITIES_QUEST01_SUCESS,"Great, my Liege! The festivity grounds are completed. This building is very important for the tasks at hand, so we should keep an eye on it."
T_SCENARIO_2016_FESTIVITIES_QUEST_FAIRGROUND_DESTR,"My Lord, we need a fairground for the festivities! "
T_SCENARIO_2016_FESTIVITIES_SPRING_01_DESC,"The first thing we need is a proper maypole, my Liege. The lumberjack can cut us a tree that is well suited for this. However, he will have to cut down many trees to find the best one."
T_SCENARIO_2016_FESTIVITIES_SPRING_01_NAME,Gather wood for the maypole.
T_SCENARIO_2016_FESTIVITIES_SPRING_02_DESC,"Our maypole has to be decorated properly. For this we need enough fabrics, my Lord."
T_SCENARIO_2016_FESTIVITIES_SPRING_02_NAME,Produce fabrics for the maypole.
T_SCENARIO_2016_FESTIVITIES_SPRING_03_DESC,What a nice looking maypole. Did you know that it is tradition for my brethren to steal the maypoles in the area each year?
T_SCENARIO_2016_FESTIVITIES_SPRING_03_FAILED,"HarHarHar! Your maypole is ours now! It will make a good decoration in front of our bandit camp. If you are able, you can come and try to get it back…"
T_SCENARIO_2016_FESTIVITIES_SPRING_03_NAME,Protect the maypole from bandit attacks!
T_SCENARIO_2016_FESTIVITIES_SPRING_03_SUCESS,"Damn it! Almost got the damn maypole. You defended it well, Governor!"
T_SCENARIO_2016_FESTIVITIES_SPRING_04_DESC,My Lord! There is a bandit camp in proximity of the town. We need more men and another guard tower to secure the village.
T_SCENARIO_2016_FESTIVITIES_SPRING_04_NAME,Build another guard tower and assign enough soldiers.
T_SCENARIO_2016_FESTIVITIES_SPRING_04_SUCESS,Very well! Now our soldiers can defend the fairground a lot easier when the bandits attack!
T_SCENARIO_2016_FESTIVITIES_SPRING_05_DESC,The maypole has been stolen from our warehouses. We have to attack the bandit camp and get it back to make sure the festival can start in time.
T_SCENARIO_2016_FESTIVITIES_SPRING_05_NAME,Attack the bandit camp and get the maypole back!
T_SCENARIO_2016_FESTIVITIES_SPRING_05_SUCESS,"A victory! The maypole is being brought back to our warehouse as we speak, my Lord."
T_SCENARIO_2016_FESTIVITIES_SUMMER_01_DESC,"My Lord! The farm is on fire! Please, you have to do something!"
T_SCENARIO_2016_FESTIVITIES_SUMMER_01_FAILED,"What a disaster, Governor! The farm has burned down and the harvest is ruined…"
T_SCENARIO_2016_FESTIVITIES_SUMMER_01_NAME,Save the farm!
T_SCENARIO_2016_FESTIVITIES_SUMMER_01_SUCESS,"I am forever grateful to you, my Liege!\n\nBut the fire has destroyed the harvest! The festivities might still have to be cancelled if we do not harvest the fields in time."
T_SCENARIO_2016_FESTIVITIES_SUMMER_02_DESC,"My family’s farm has burned down, my Lord! I will never make the first bread of the year in time for the festival. Would you be so kind and order the farm to be rebuilt?"
T_SCENARIO_2016_FESTIVITIES_SUMMER_02_NAME,Build a new farm.
T_SCENARIO_2016_FESTIVITIES_SUMMER_02_SUCESS,"Thank you, my Lord.\n\nWithout you, I would be ruined and the summer feast might have been cancelled!\n\nBut we have to make haste in order to harvest the wheat in time!"
T_SCENARIO_2016_FESTIVITIES_SUMMER_03_DESC,"My Lord, we have to look after the harvest now. There is still some time until the festival starts. We have to make sure enough wheat is harvested."
T_SCENARIO_2016_FESTIVITIES_SUMMER_03_NAME,Complete the wheat harvest.
T_SCENARIO_2016_FESTIVITIES_SUMMER_03_SUCESS,"It is very hot these days, my Liege. I hope there won't be another fire or drought to threaten the festivities. Nonetheless, now we have enough wheat for the feast. "
T_SCENARIO_2016_FESTIVITIES_SUMMER_04_DESC,"My Lord, my fields are so dry I think we have another draught this summer. Would you be so kind and build a couple of wells to water the fields?"
T_SCENARIO_2016_FESTIVITIES_SUMMER_04_NAME,Build several wells to water the fields.
T_SCENARIO_2016_FESTIVITIES_SUMMER_04_SUCESS,"Nicely done, my Liege! The fields have been watered. Now we just have to wait until the wheat grows again. \n\nI hope it does not take too long…"
T_SCENARIO_2016_FESTIVITIES_SUMMER_05_DESC,"The feast can start once we have finished baking the first bread of the harvest, my Liege. Would you be so nice to ensure the baking is completed in time?"
T_SCENARIO_2016_FESTIVITIES_SUMMER_05_NAME,Bake enough bread for the summer festival.
T_SCENARIO_2016_FESTIVITIES_SUMMER_05_SUCESS,"Splendid, my Liege. The bread for the feast has been baked!"
T_SCENARIO_2016_FESTIVITIES_SUMMER_06_DESC,My Lord! Something is still missing for the festival...we need brew! You should order the construction of a monastery brewery in order to get some brew produced by the monks!
T_SCENARIO_2016_FESTIVITIES_SUMMER_06_NAME,Produce brew for the summer festival.
T_SCENARIO_2016_FESTIVITIES_SUMMER_06_SUCESS,Very good my Liege. That brew is really tasty and refreshing in a hot summer like this.
T_SCENARIO_2016_FESTIVITIES_WINTER_01_DESC,"I have a wonderful idea for the winter festivity, my Liege. On my travels I came in contact with a special winter wine called mulled wine. This would be the perfect drink for the winter feast."
T_SCENARIO_2016_FESTIVITIES_WINTER_01_NAME,Deliver the ingredients for mulled wine.
T_SCENARIO_2016_FESTIVITIES_WINTER_01_SUCESS,"Perfect, my Liege. Now we have all the ingredients for mulled wine. I will start immediately and prepare the drink."
T_SCENARIO_2016_FESTIVITIES_WINTER_02_DESC,"Lord, I come before you to ask about the tree decorations. It would be really nice to have some golden ornaments."
T_SCENARIO_2016_FESTIVITIES_WINTER_02_NAME,Produce gold nuggets for decorative ornaments.
T_SCENARIO_2016_FESTIVITIES_WINTER_02_SUCESS,"Magnificent, Lord. These baubles are really pretty. I thank you for spending your precious time on these tree ornaments. I think this will be a wonderful festival."
T_SCENARIO_2016_FESTIVITIES_WINTER_03_DESC,The boys and me want to organize a nativity play for the festival. Unfortunately we are missing some crucial resources for the play. Would you be so kind and provide the necessary gear for us?
T_SCENARIO_2016_FESTIVITIES_WINTER_03_NAME,Prepare the resources for the nativity play.
T_SCENARIO_2016_FESTIVITIES_WINTER_03_SUCESS,"Thank you, my Liege. Now we can start crafting our costumes for the nativity play."
T_SCENARIO_2016_FESTIVITIES_WINTER_04_DESC,"My Lord, I thought about gingerbread for the feast. The necessary resources may be difficult to get, though."
T_SCENARIO_2016_FESTIVITIES_WINTER_04_NAME,Deliver the ingredients for gingerbread.
T_SCENARIO_2016_FESTIVITIES_WINTER_04_SUCESS,"Great, my Liege. I will start baking the gingerbread immediately."
T_SCENARIO_2016_FESTIVITIES_WINTER_05_DESC,In these times we should not forget those in need. I am therefore collecting money for the poor. It would be really kind of you if you could donate some of the towns taxes for our cause.
T_SCENARIO_2016_FESTIVITIES_WINTER_05_NAME,Collect enough taxes for the poor.
T_SCENARIO_2016_FESTIVITIES_WINTER_05_SUCESS,"Thank you for your generous donation, my Liege!"
T_SCENARIO_2016_FESTIVITIES_WINTER_06_DESC,"Governor,\nI am sorry to inform you, but I cannot visit your town for the time being.\nThere are bandits in the woods surrounding your town. It is too dangerous for traveling merchants right now."
T_SCENARIO_2016_FESTIVITIES_WINTER_06_SUCESS,"Many thanks my Liege. Now that the bandits are banished from the area, I will visit your town regularly again."
T_SCENARIO_2017_APOCALYPSE_CHURCH_GONE_01,"The church has collapsed, my Liege. In these times, we need all the support we can get. We need another church in town."
T_SCENARIO_2017_APOCALYPSE_MQ_01_DESC,"Governor, something strange is going on in this town. We suffered seven catastrophes just in this season! We have to find out what is going on here. I am ready to believe that we are cursed."
T_SCENARIO_2017_APOCALYPSE_MQ_01_FAILED,"We should leave the town immediately, my Lord. Everything is lost...We are doomed! The curse will never be lifted."
T_SCENARIO_2017_APOCALYPSE_MQ_01_NAME,Find a way to lift the curse.
T_SCENARIO_2017_APOCALYPSE_MQ_01_SUCCESS,You saved the town! This is wonderful news. The curse is finally lifted and you even managed to survive the ritual.\n\nThe town will need some time to recover though…
T_SCENARIO_2017_APOCALYPSE_PHASE_01_QUEST_01A_DESC,"The town needs a steady supply of medicinal herbs as soon as possible, my Lord. Otherwise the plague will be a constant danger in our town."
T_SCENARIO_2017_APOCALYPSE_PHASE_01_QUEST_01A_TITLE,Produce medicinal herbs.
T_SCENARIO_2017_APOCALYPSE_PHASE_01_QUEST_01B_DESC,"We will never overcome the plague without building at least one infirmary, my Lord. I would even recommend more."
T_SCENARIO_2017_APOCALYPSE_PHASE_01_QUEST_01C_DESC,"The doctors in town need more material for bandages, in order to treat the victims of the plague properly. You should send some fabrics to them."
T_SCENARIO_2017_APOCALYPSE_PHASE_01_START,"My Lord, the plague has hit the town! Unfortunately, no trader will visit us as long as these disasters are happening…"
